Title,Year,Duration,Genre,Certificate,Ratings,Votes
Noel's House Party,(1991–1999),50 min,"
Comedy, Game-Show, Music            ",None,6.4,258
Geethaiyin Raadhai,(2016),135 min,"
Comedy            ",None,7.6,284
Doctor at Large,(1957),104 min,"
Comedy            ",None,6.1,772
The Night We Called It a Day,(2003),97 min,"
Biography, Comedy, Drama            ",R,5.8,935
Stripteaser,(1995),74 min,"
Comedy, Thriller            ",None,4.6,269
Little Busters!,(2012–2013),None,"
Animation, Comedy, Drama            ",None,6.8,299
Hello Memsaheb,(2011),145 min,"
Comedy, Drama, Romance            ",None,6.1,147
Kwik,(2011),115 min,"
Action, Comedy, Crime            ",None,5.8,"1,101"
Eeeee Eee Eeee: The Movie,(2010),86 min,"
Comedy, Drama, Fantasy            ",None,8.1,13
Moterys meluoja geriau,(2008– ),30 min,"
Comedy, Drama, Romance            ",None,5.7,98
Prospects,(1986– ),60 min,"
Comedy, Drama            ",None,8.6,173
Wilde Maus,(2017),103 min,"
Comedy, Crime, Drama            ",None,6.8,"2,413"
The Grasshopper and the Ants,(1934),8 min,"
Animation, Short, Comedy            ",None,7.3,"1,627"
Dead or Alive 2: Tôbôsha,(2000),97 min,"
Action, Comedy, Crime            ",None,6.8,"3,734"
Black Widows,(2016),78 min,"
Comedy            ",None,6.3,"1,680"
We Are Klang,(2009– ),30 min,"
Comedy            ",None,6.8,277
Wizadora,(1993–2000),10 min,"
Comedy, Family, Fantasy            ",None,7.0,71
Touche pas à la femme blanche,(1974),108 min,"
Comedy, Western            ",None,6.1,841
Suvi,(1976),81 min,"
Comedy, Drama            ",None,7.7,715
Antboy 3,(2016),85 min,"
Adventure, Comedy, Family            ",None,5.0,500
Urban Country,(2018),88 min,"
Comedy, Drama, Family            ",None,4.8,277
Asperger's Are Us,(2016),82 min,"
Documentary, Comedy, Drama            ",None,6.7,701
Sab Khelo Sab Jeetto,(2013–2014),60 min,"
Comedy, Game-Show            ",None,None,None
Oh Madeline,(1983–1984),30 min,"
Comedy            ",None,7.8,94
The Mrs. Clause,(2008 TV Movie),84 min,"
Comedy, Drama, Family            ",None,4.7,539
Attack of the Sabretooth,(2005 TV Movie),90 min,"
Action, Adventure, Comedy            ",R,2.8,"1,259"
Blame It on the Night,(1984),85 min,"
Comedy, Drama, Music            ",None,5.1,200
Nodame kantâbire,(2006),47 min,"
Comedy, Drama, Romance            ",None,8.0,"2,036"
Comedy Playhouse,(1961–2017),30 min,"
Comedy            ",None,7.8,51
Center of the Universe,(2004–2005),30 min,"
Comedy            ",None,5.3,120
Einsamkeit und Sex und Mitleid,(2017),119 min,"
Comedy, Drama            ",None,6.6,370
Secrets of Sex,(1970),92 min,"
Comedy, Fantasy, Horror            ",None,4.4,353
Chick Magnet,(2011 Video),93 min,"
Comedy            ",R,2.3,"1,064"
The Seinfeld Story,(2004 TV Movie),60 min,"
Comedy, Documentary            ",None,8.2,334
Kit ji jin si,(1992),99 min,"
Action, Comedy            ",PG-13,7.0,624
Khun Phaen Begins,(2019),138 min,"
Action, Adventure, Comedy            ",None,5.9,150
Série Noire,(2014– ),24 min,"
Comedy, Crime, Drama            ",None,8.0,976
Milf Money,(2011 TV Movie),22 min,"
Comedy            ",None,5.3,47
Start Cheering,(1938),78 min,"
Comedy, Musical, Romance            ",None,6.2,196
Joan Rivers: A Piece of Work,(2010),84 min,"
Documentary, Biography, Comedy            ",R,7.4,"3,683"
Tom Segura: Completely Normal,(2014 TV Special),74 min,"
Documentary, Comedy            ",None,7.8,"2,448"
Small Engine Repair,(2006),98 min,"
Comedy, Drama            ",None,6.3,261
The Bikini Carwash Company II,(1993),89 min,"
Comedy            ",None,3.5,773
Khoobsurat,(1999),163 min,"
Action, Comedy, Romance            ",None,5.3,810
The Truth About Christmas,(2018 TV Movie),90 min,"
Comedy, Drama, Romance            ",None,5.6,422
French Dressing,(1964),86 min,"
Comedy, Drama            ",None,6.0,405
Final Days of Planet Earth,(2006– ),173 min,"
Action, Comedy, Drama            ",None,4.2,"1,167"
Historias mínimas,(2002),92 min,"
Comedy, Drama            ",None,7.4,"5,041"
The Smiling Ghost,(1941),71 min,"
Comedy, Mystery            ",None,6.4,633
Stewart Lee's Comedy Vehicle,(2009– ),None,"
Comedy            ",None,8.6,"1,578"
The Pitts,(2003),30 min,"
Comedy            ",None,4.5,239
The Honeymoon Machine,(1961),87 min,"
Comedy, Romance            ",None,6.2,"1,393"
Genghis Cohn,(1993),79 min,"
Comedy, Drama            ",None,6.8,157
Kettle of Fish,(2006),97 min,"
Comedy, Romance            ",R,5.2,696
Camera café,(2005– ),45 min,"
Comedy            ",None,6.3,940
Divanation,,None,"
Comedy            ",None,None,None
The War Between Men and Women,(1972),110 min,"
Comedy, Drama            ",None,6.1,671
Comme un avion,(2015),105 min,"
Comedy, Drama            ",None,6.5,"1,388"
Jeff Dunham: Arguing with Myself,(2006 TV Special),76 min,"
Comedy            ",None,8.0,"3,925"
The Count,(1916),21 min,"
Short, Comedy            ",None,6.6,"2,203"
Zengo,(2020),97 min,"
Comedy            ",None,2.5,"1,049"
I sigi ton psarion otan pethainoun,(2018),19 min,"
Short, Comedy            ",None,6.9,244
Buford's Beach Bunnies,(1993),101 min,"
Comedy            ",None,2.7,461
Finding Joy,(2013),96 min,"
Comedy, Drama            ",None,5.3,399
Nora,(2022),None,"
Comedy, Drama, Music            ",None,None,None
Supervan,(1977),91 min,"
Action, Comedy            ",None,4.0,301
Exterminator City,(2005 Video),80 min,"
Comedy, Horror, Sci-Fi            ",None,2.7,248
Slaves of Hollywood,(1998),77 min,"
Comedy            ",None,6.2,87
O'Hara's Wife,(1982),87 min,"
Comedy, Drama            ",None,5.2,256
Robocroc,(2013 TV Movie),84 min,"
Action, Adventure, Comedy            ",None,2.9,"1,037"
Oh Darling Yeh Hai India,(1995),160 min,"
Comedy            ",None,4.2,"1,637"
Playboy's Really Naked Truth,(1995–1997),30 min,"
Comedy            ",None,5.6,32
"Mike, Lu & Og",(1999–2001),30 min,"
Animation, Adventure, Comedy            ",None,6.3,"1,027"
11 Harrowhouse,(1974),94 min,"
Comedy, Crime, Thriller            ",None,6.3,"1,050"
Space Ninjas,(2019),91 min,"
Comedy            ",None,3.8,126
"Pinky, Elmyra & the Brain",(1998–1999),30 min,"
Animation, Short, Adventure            ",None,5.8,757
Princes et princesses,(2000),70 min,"
Animation, Comedy, Family            ",None,7.6,"2,134"
The Trouble with Larry,(1993),30 min,"
Comedy            ",None,6.2,63
La Dream Team,(2016),95 min,"
Comedy, Sport            ",None,5.5,720
Muerto con Gloria,(2021),113 min,"
Comedy            ",None,7.6,18
Strike,(2018),100 min,"
Animation, Adventure, Comedy            ",None,5.5,206
The Dick Tracy Show,(1961– ),23 min,"
Animation, Crime, Adventure            ",None,6.1,216
Midhunam,(1993),147 min,"
Comedy, Drama, Musical            ",None,7.9,"1,202"
Khoroshiye devochki popadayut v rai,(2021),91 min,"
Drama, Comedy, Romance            ",None,5.6,11
Oh Boy!,(2020),None,"
Comedy            ",None,None,None
The Shaukeens,(2014),124 min,"
Comedy            ",None,4.9,"2,978"
Postal 4: No Regerts,(2019 Video Game),None,"
Action, Adventure, Comedy            ",None,7.9,29
Rasskazy,(2012),105 min,"
Comedy, Drama, Mystery            ",None,7.0,"1,728"
Venky Mama,(2019),149 min,"
Action, Comedy, Drama            ",None,5.5,"1,171"
Reach,(II) (2018),92 min,"
Comedy, Drama            ",None,5.8,303
Thanneer Mathan Dhinangal,(2019),136 min,"
Comedy, Romance            ",None,7.9,"2,634"
Adua e le compagne,(1960),106 min,"
Comedy, Drama            ",None,7.7,"1,124"
Engineering Girls,(2018– ),20 min,"
Comedy, Drama            ",None,6.9,"1,433"
Cook F**k Kill,(2019),116 min,"
Comedy, Drama            ",None,5.6,54
Kaka,(2021),115 min,"
Comedy            ",None,5.1,8
Les nouvelles aventures d'Aladin,(2015),107 min,"
Comedy            ",None,4.7,"2,215"
Les textiles,(2004),92 min,"
Comedy, Drama            ",None,4.7,648
I Married Who?,(2012 TV Movie),86 min,"
Comedy            ",None,6.1,"1,338"
A Dog for Christmas,(2015),89 min,"
Comedy, Family            ",None,6.9,938
"Asawa ko, karibal ko",(2018–2019),None,"
Comedy, Drama, Romance            ",None,None,None
Madea's Class Reunion,(2003 Video),120 min,"
Comedy            ",None,4.4,"1,227"
Du skal ære din hustru,(1925),111 min,"
Comedy, Drama            ",None,7.1,"1,991"
"The Angel, the Bicycle and the Chinaman's Finger",(1992),89 min,"
Comedy            ",None,8.4,40
Monky,(2017),86 min,"
Comedy, Drama, Family            ",None,4.9,348
Ovum,(2015),86 min,"
Comedy, Drama            ",None,6.0,124
Dan-Dream,(2017),96 min,"
Comedy, Drama, History            ",None,6.0,"1,538"
Hammersmith Is Out,(1972),108 min,"
Comedy, Drama            ",None,5.8,408
I Heart Davao,(2017– ),None,"
Comedy, Romance            ",None,None,None
La gran vida,(2000),112 min,"
Comedy, Romance            ",R,6.0,"1,267"
Hearthstone: Heroes of Warcraft,(2014 Video Game),None,"
Adventure, Comedy, Fantasy            ",None,7.5,"1,229"
Aape Pein Siyappe,(2021),104 min,"
Comedy            ",None,4.2,6
Private Detective 62,(1933),66 min,"
Comedy, Crime, Drama            ",None,6.6,751
Sukippu bîto!,(2008– ),24 min,"
Animation, Comedy, Drama            ",None,7.9,"1,377"
She-Man: A Story of Fixation,(1967),68 min,"
Comedy, Crime, Drama            ",None,4.3,285
Alludu Seenu,(2014),151 min,"
Action, Comedy            ",None,4.4,521
Malmoi,(2019),135 min,"
Comedy, Drama, History            ",None,6.6,406
George Washington Slept Here,(1942),93 min,"
Adventure, Comedy, Romance            ",None,6.9,"1,621"
Big Like Me,(2014),90 min,"
Documentary, Comedy            ",None,6.2,106
Dog Bites Man,(2006– ),None,"
Comedy            ",None,8.1,"1,000"
Comme des frères,(2012),104 min,"
Comedy            ",None,6.5,847
Aravindante Athidhikal,(2018),122 min,"
Comedy, Drama            ",None,7.0,"1,147"
Hitting the Breaks,(2016– ),28 min,"
Comedy            ",None,5.9,97
Comedy Lab,(1998–2011),25 min,"
Comedy            ",None,5.3,137
Dropping the Soap,(2017),9 min,"
Comedy            ",None,5.5,158
Cita a ciegas,(2019),60 min,"
Comedy, Drama            ",None,8.4,22
The Refrigerator,(1991),86 min,"
Comedy, Fantasy, Horror            ",None,4.2,628
Garfield: His 9 Lives,(1988 TV Movie),60 min,"
Animation, Adventure, Comedy            ",None,7.9,710
Love Feast,(1969),63 min,"
Comedy            ",None,3.0,187
Panama Hattie,(1942),79 min,"
Comedy, Musical, Romance            ",None,5.9,444
Tapas,(2005),94 min,"
Comedy, Drama            ",None,6.7,"2,613"
The Obsolescents,,None,"
Comedy            ",None,None,None
The Stooge,(1951),100 min,"
Comedy, Drama, Music            ",None,6.8,"1,460"
Iliza Shlesinger: Unveiled,(2019 TV Special),78 min,"
Comedy            ",None,6.5,"1,559"
A Scandal in Paris,(1946),100 min,"
Adventure, Crime, Romance            ",None,6.7,994
Valentine's Day,(1964–1965),30 min,"
Comedy            ",None,8.0,54
Live in Front of a Studio Audience: 'All in the Family' and 'Good Times',(2019 TV Special),63 min,"
Comedy            ",None,7.5,234
Csak színház és más semmi,(2016– ),None,"
Comedy, Drama, Romance            ",None,7.5,308
Go West,(1925),69 min,"
Comedy, Western            ",None,7.2,"4,161"
Snack Attack,(2012),5 min,"
Animation, Short, Comedy            ",G,7.1,271
The Secret Art of Human Flight,,None,"
Comedy, Drama, Fantasy            ",None,None,None
Rocky Road,(1985– ),None,"
Comedy            ",None,7.8,53
Vorstadtkrokodile 3,(2011),81 min,"
Action, Adventure, Comedy            ",None,5.6,626
Pastor Shepherd,(2010),91 min,"
Comedy            ",None,4.2,623
L'ospite,(2018),94 min,"
Comedy, Drama, Romance            ",None,6.2,470
Abuzer Kadayif,(2000),104 min,"
Musical, Drama, Comedy            ",None,5.4,"2,307"
The Bannen Way,(2010),93 min,"
Action, Comedy, Crime            ",None,5.3,"1,849"
Ich Ich Ich,(2021),84 min,"
Comedy, Drama, Romance            ",None,7.2,14
The Bliss of Mrs. Blossom,(1968),93 min,"
Comedy            ",None,5.8,592
Clickbait,(I) (2017– ),None,"
Comedy            ",None,5.2,14
Alpha and Omega 3: The Great Wolf Games,(2014 Video),45 min,"
Animation, Adventure, Comedy            ",None,4.5,609
Adieu Paris,(2021),105 min,"
Comedy            ",None,None,None
The Adventurer,(I) (1917),24 min,"
Comedy, Short            ",None,7.4,"3,952"
Divos!,(2020),98 min,"
Comedy, Drama            ",None,5.2,112
Sikandar Box,(2012–2015),34 min,"
Comedy, Family            ",None,7.8,228
We Are All Together,(2019),96 min,"
Comedy, Crime            ",None,4.2,965
Il solco di pesca,(1975),92 min,"
Comedy, Drama            ",None,4.5,148
Jiong ma,(2020),126 min,"
Adventure, Comedy, Drama            ",None,5.6,737
Camping,(2020– ),40 min,"
Comedy            ",None,8.8,20
Mordecai and Rigby: Ringtoneers,(2011),None,"
Animation, Short, Comedy            ",None,7.8,125
Zettai zetsubou shoujo Danganronpa: Another Episode,(2014 Video Game),None,"
Adventure, Comedy, Drama            ",None,6.6,236
Shakespeare: The Animated Tales,(1992–1994),26 min,"
Animation, Short, Adventure            ",None,8.1,312
Mrs Brown's Boys D'Movie 2,,None,"
Comedy            ",None,None,None
Skinner's Dress Suit,(1926),70 min,"
Comedy            ",None,7.0,135
The Secret,(2000– ),180 min,"
Comedy, Drama            ",None,6.9,280
Matar a Dios,(2017),92 min,"
Comedy, Horror, Mystery            ",None,6.2,993
Zeiramu,(1991),92 min,"
Action, Adventure, Comedy            ",None,6.5,633
Di shi yi hui,(2019),115 min,"
Comedy, Drama            ",None,6.9,296
Perfume de Gardenias,(2021),97 min,"
Comedy, Drama            ",None,None,None
Sly Cooper: Thieves in Time,(2013 Video Game),None,"
Action, Adventure, Comedy            ",None,8.2,718
The Mouse,(1996),98 min,"
Comedy            ",None,6.7,79
The Jinkx and DeLa Holiday Special,(2020),65 min,"
Comedy, Musical            ",None,7.9,257
Uncle Kent 2,(2015),73 min,"
Comedy, Sci-Fi            ",None,5.5,221
Mr. Box Office,(2012–2015),None,"
Comedy            ",None,3.5,300
Sommaren med Göran,(2009),97 min,"
Comedy            ",None,5.3,"3,022"
My 90-Year-Old Roommate,(2016– ),None,"
Comedy            ",None,7.8,35
Krishna Gaadi Veera Prema Gaadha,(2016),148 min,"
Action, Comedy, Romance            ",None,7.5,"2,269"
Tiny Christmas,(2017 TV Movie),66 min,"
Comedy, Family, Fantasy            ",None,4.8,214
In the Rough,(2017– ),None,"
Comedy            ",None,7.9,26
El sexo me da risa 6,(2017 Video),87 min,"
Comedy            ",None,8.4,19
"Jahan, Ba Man Beraghs",(2019),94 min,"
Comedy, Drama, Fantasy            ",None,6.7,"1,692"
Hostage for a Day,(1994 TV Movie),95 min,"
Comedy            ",None,4.4,377
City Lights,(1984–1991),30 min,"
Comedy            ",None,8.1,100
Never Better,,None,"
Comedy, Drama            ",None,None,None
Skid Marks,(2007),85 min,"
Action, Comedy            ",R,3.4,640
Dhilluku Dhuddu 2,(2019),119 min,"
Comedy, Horror            ",None,5.4,597
Patrizia,(1981),101 min,"
Comedy, Mystery            ",None,4.3,142
Toy Story Treats,(1996–2000),None,"
Animation, Short, Comedy            ",None,7.3,147
Nae-sa-rang ssa-ga-ji,(2004),95 min,"
Comedy, Romance            ",None,6.1,"3,133"
Mini Adventures of Winnie the Pooh,(2011–2014),None,"
Animation, Short, Adventure            ",None,7.6,85
Seven Footprints to Satan,(1929),60 min,"
Comedy, Crime, Drama            ",None,6.6,393
Ja'miezing,(2021 Podcast Series),None,"
Comedy            ",None,9.4,17
Tsuperhero,(2016–2017),None,"
Comedy            ",None,None,None
Never Say Die,(1988),90 min,"
Action, Comedy            ",None,5.5,173
Ghostmates,(2016),85 min,"
Comedy, Drama, Fantasy            ",None,4.1,782
Dear Green Place,(2006– ),30 min,"
Comedy            ",None,6.9,103
My American Family,(2021– ),None,"
Comedy, Drama            ",None,4.8,16
Stomp! Shout! Scream!,(2005),78 min,"
Comedy, Horror, Music            ",None,4.7,178
Apartment Troubles,(2014),80 min,"
Comedy, Drama            ",None,4.3,558
Santhosh Subramaniyam,(2008),177 min,"
Comedy, Romance            ",None,7.4,"1,512"
Jo,(1971),85 min,"
Comedy, Crime, Thriller            ",None,7.2,"3,078"
Confessioni segrete di un convento di clausura,(1972),80 min,"
Comedy            ",None,5.0,24
Grannie,(2017),5 min,"
Short, Comedy, Musical            ",None,2.3,101
Ghost Writer,(II) (2019),97 min,"
Comedy, Drama, Horror            ",None,6.8,366
Guardie e ladri,(1951),105 min,"
Comedy, Drama            ",None,7.7,"1,490"
It Seemed Like a Good Idea at the Time,(1975),90 min,"
Comedy            ",None,3.8,342
Dark Christmas,(2021),None,"
Comedy, Horror            ",None,None,None
Jonny Quest,,None,"
Adventure, Comedy, Fantasy            ",None,None,None
The Snake King,(2005 TV Movie),120 min,"
Comedy, Fantasy, Horror            ",R,2.9,981
House Calls,(1979–1982),30 min,"
Comedy            ",None,6.6,114
Staggered,(1994),95 min,"
Comedy            ",None,5.6,762
Little Sister,(1992),94 min,"
Comedy            ",PG-13,5.6,320
Kureyon Shin-chan: Densetsu o yobu odore! Amîgo!,(2006),90 min,"
Animation, Comedy, Horror            ",None,6.0,162
De collega's,(1978–1981),None,"
Comedy            ",None,8.0,155
Mondenii,(2006– ),None,"
Comedy            ",None,7.3,29
Married for Life,(1996– ),30 min,"
Comedy            ",None,2.3,43
Destroying Angel,(1987),98 min,"
Comedy            ",None,4.5,30
Yeowangui Gyosil,(2013– ),None,"
Comedy, Drama            ",None,7.9,67
Out of the Blue,(1947),84 min,"
Comedy            ",None,6.4,312
After Louise,(2019),90 min,"
Comedy, Drama            ",None,5.6,65
That Night in Rio,(1941),91 min,"
Comedy, Musical            ",None,6.8,824
Ollie's Pack,(2020– ),22 min,"
Animation, Comedy, Fantasy            ",None,6.4,126
Foolish,(1999),84 min,"
Comedy, Drama            ",R,5.0,"7,391"
Orkney snork nie!,(1989–1992),26 min,"
Comedy            ",None,8.3,61
The Bad Guys,(II) (2018),90 min,"
Comedy, Drama            ",None,6.0,"1,304"
Cugini carnali,(1974),90 min,"
Comedy            ",None,5.4,99
Bir Baba Hindu,(2016),112 min,"
Action, Adventure, Comedy            ",None,2.7,"2,444"
Ore-tachi ni Tsubasa wa Nai,(2011– ),None,"
Animation, Comedy, Drama            ",None,5.9,78
The Wayne Brady Show,(2002–2004),60 min,"
Comedy, Music, Talk-Show            ",None,4.8,261
